Semaine épidémiologique,Date SE,année_SE,district,region,date envoi,Prompt District,Compl District,Pop district,Suspicion d'arbovirose,Autre évènement inhabituel nécessitant une alerte,Cas suspect de cholera,Décès maternel,Décès néonatal,Diarrhées aigues chez moins 5ans,Diarrhées aigues chez plus 5ans,Diarrhées aigues,Diarrhée sanglante,Toxi Infection Alimentaire collective (TIAC),Episode d'Intoxication par consommation d'animaux marins (ICAM),Grippe aviaire,Nombre de cas de fièvre (T°37.5C),Paludisme confirmé,Nombre de TDR effectué,Fièvre hémorragique aiguë
42,10/12/20,2020,Manandriana,Amoron i Mania,10/20/20,1,1,109340,,,,,,15,1,16,,,,,25,0,24,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Manandriana,Amoron i Mania,10/27/20,1,1,109340,,,,,,19,3,22,2,2,,,25,5,25,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Manandriana,Amoron i Mania,11/3/20,1,1,109340,,,,,,6,2,8,,2,,,27,7,28,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Manandriana,Amoron i Mania,11/10/20,1,1,109340,,,,,,28,2,30,1,,,,25,6,25,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Manandriana,Amoron i Mania,11/17/20,1,1,109340,,,,,,35,3,38,3,,,,35,9,27,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Manandriana,Amoron i Mania,11/24/20,1,1,109340,,,,,,33,3,36,,,,,29,11,29,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Manandriana,Amoron i Mania,12/1/20,1,1,109340,,,,,,24,1,25,,,,,9,3,9,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Manandriana,Amoron i Mania,12/8/20,1,1,109340,,,,,,25,,25,,,,,43,7,38,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Manandriana,Amoron i Mania,12/15/20,1,1,109340,,,,,,19,2,21,,,,,48,13,46,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Manandriana,Amoron i Mania,12/22/20,1,1,109340,,,,,,4,,4,2,,,,53,8,32,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Manandriana,Amoron i Mania,12/29/20,1,1,109340,,,,,,10,2,12,,,,,29,9,30,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Manandriana,Amoron i Mania,1/5/21,1,1,109340,,,,,,7,2,9,,,,,40,5,40,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Mananjary,Vatovavy Fitovinany,1/21/20,0,1,289098,0,0,0,0,0,65,43,108,32,0,0,,1647,842,1647,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Mananjary,Vatovavy Fitovinany,1/21/20,0,1,289098,0,0,0,0,0,89,42,131,32,0,0,,1474,732,1474,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Mananjary,Vatovavy Fitovinany,2/4/20,0,1,289098,0,0,0,0,0,80,58,138,40,0,0,,2124,1050,2127,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Mananjary,Vatovavy Fitovinany,2/4/20,0,1,289098,0,0,0,0,0,87,30,117,43,0,0,,2151,1075,2058,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Mananjary,Vatovavy Fitovinany,2/18/20,0,1,289098,0,0,0,0,0,63,22,85,42,0,0,,2051,1066,2051,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Mananjary,Vatovavy Fitovinany,2/18/20,0,1,289098,0,0,0,0,0,37,34,71,45,0,0,,1749,1006,1749,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,49,26,75,31,9,0,,1620,882,1572,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,59,34,93,34,0,0,,1450,678,1212,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,47,31,78,51,0,0,,1529,787,1456,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,37,47,84,44,0,0,,1039,642,1009,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,44,40,84,15,0,0,,1118,665,1118,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Mananjary,Vatovavy Fitovinany,4/7/20,0,1,289098,0,0,0,0,0,49,54,103,38,0,0,,1645,948,1645,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Mananjary,Vatovavy Fitovinany,4/15/20,0,1,289098,0,0,0,0,0,54,46,100,38,0,0,,2006,1281,2006,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Mananjary,Vatovavy Fitovinany,4/15/20,0,1,289098,0,0,0,0,0,48,25,73,38,0,0,,2185,1310,2186,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Mananjary,Vatovavy Fitovinany,4/15/20,0,1,289098,0,0,0,0,0,31,31,62,12,0,0,,1258,812,1258,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Mananjary,Vatovavy Fitovinany,4/28/20,0,1,289098,0,0,0,0,0,35,26,61,26,0,0,,1285,769,1241,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Mananjary,Vatovavy Fitovinany,5/12/20,0,1,289098,0,0,0,0,0,30,17,47,37,0,0,,1087,604,1033,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Mananjary,Vatovavy Fitovinany,5/12/20,0,1,289098,0,0,0,0,0,34,13,47,28,0,0,,983,514,908,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Mananjary,Vatovavy Fitovinany,5/19/20,0,1,289098,0,0,0,0,0,37,20,57,30,0,0,,1133,680,1120,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Mananjary,Vatovavy Fitovinany,5/19/20,1,1,289098,0,0,0,0,0,50,25,75,30,0,0,,1112,669,1112,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Mananjary,Vatovavy Fitovinany,6/2/20,0,1,289098,0,0,0,0,0,37,21,58,41,0,0,,1000,558,1000,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Mananjary,Vatovavy Fitovinany,6/9/20,0,1,289098,0,0,0,0,0,14,17,31,32,0,0,,917,545,917,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Mananjary,Vatovavy Fitovinany,6/16/20,0,1,289098,0,0,0,0,0,17,19,36,27,4,0,,1115,650,1115,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Mananjary,Vatovavy Fitovinany,6/23/20,0,1,289098,0,0,0,0,0,11,19,30,23,0,0,,792,436,761,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Mananjary,Vatovavy Fitovinany,6/30/20,0,1,289098,0,0,0,0,0,15,16,31,27,0,0,,811,432,780,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Mananjary,Vatovavy Fitovinany,7/7/20,0,1,289098,0,0,0,0,0,24,18,42,20,0,0,,715,324,690,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Mananjary,Vatovavy Fitovinany,7/7/20,1,1,289098,0,0,0,0,0,56,23,79,29,0,0,,755,256,746,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Mananjary,Vatovavy Fitovinany,7/21/20,0,1,289098,0,0,0,0,0,51,20,71,27,0,0,,683,219,644,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Mananjary,Vatovavy Fitovinany,7/28/20,0,1,289098,0,0,0,0,0,76,22,98,41,0,0,,702,200,680,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Mananjary,Vatovavy Fitovinany,8/4/20,0,1,289098,0,0,0,0,0,62,19,81,32,0,0,,604,189,578,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Mananjary,Vatovavy Fitovinany,9/1/20,0,1,289098,0,0,0,0,0,68,19,87,26,0,0,,411,125,408,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Mananjary,Vatovavy Fitovinany,9/1/20,0,1,289098,0,0,0,0,0,85,19,104,30,0,0,,431,122,431,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Mananjary,Vatovavy Fitovinany,9/1/20,0,1,289098,0,0,0,0,0,135,19,154,37,0,0,,505,129,505,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Mananjary,Vatovavy Fitovinany,9/1/20,0,1,289098,0,0,0,0,0,120,26,146,46,0,0,,515,153,515,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Mananjary,Vatovavy Fitovinany,9/1/20,1,1,289098,0,0,0,0,0,82,38,120,37,0,0,,467,132,467,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Mananjary,Vatovavy Fitovinany,9/15/20,0,1,289098,0,0,0,0,0,41,21,62,23,0,0,,425,118,425,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Mananjary,Vatovavy Fitovinany,9/22/20,0,1,289098,0,0,0,0,0,31,36,67,24,0,0,,443,120,443,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Mananjary,Vatovavy Fitovinany,9/22/20,1,1,289098,0,0,0,0,0,44,19,63,35,0,0,,504,171,504,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Mananjary,Vatovavy Fitovinany,9/29/20,1,1,289098,0,0,0,0,0,39,35,74,30,0,0,,591,179,591,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Mananjary,Vatovavy Fitovinany,10/13/20,0,1,289098,0,0,0,0,0,22,22,44,9,0,0,,481,165,481,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Mananjary,Vatovavy Fitovinany,10/20/20,0,1,289098,0,0,0,0,0,29,13,42,17,0,0,,417,139,417,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Mananjary,Vatovavy Fitovinany,10/20/20,1,1,289098,0,0,0,0,0,17,13,30,19,0,0,,403,122,403,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Mananjary,Vatovavy Fitovinany,11/17/20,0,1,289098,0,0,0,0,0,28,15,43,15,0,0,,516,168,516,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Mananjary,Vatovavy Fitovinany,11/17/20,0,1,289098,0,0,0,0,0,31,15,46,13,0,0,,557,243,557,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Mananjary,Vatovavy Fitovinany,11/17/20,0,1,289098,0,0,0,0,0,33,15,48,29,0,0,,627,272,627,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,40,26,66,19,0,0,,801,379,801,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,50,29,79,32,0,0,,974,482,974,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,48,22,70,28,0,0,,981,475,1011,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,19,9,28,2,0,0,,443,165,443,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,11,2,13,2,3,0,,139,49,139,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,22,1,23,2,0,0,,252,118,229,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,0,1,289098,0,0,0,0,0,21,2,23,4,0,0,,239,95,222,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Mananjary,Vatovavy Fitovinany,1/5/21,1,1,289098,0,0,0,0,0,4,5,9,0,0,0,,53,24,53,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Mandoto,Vakinankaratra,1/7/20,1,1,221706,0,0,0,0,0,111,23,134,3,0,0,,723,330,723,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Mandoto,Vakinankaratra,1/14/20,1,1,221706,0,0,0,0,0,16,112,128,4,0,0,,930,324,930,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Mandoto,Vakinankaratra,1/21/20,1,1,221706,0,0,0,0,0,146,23,169,12,0,0,,884,367,884,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Mandoto,Vakinankaratra,1/28/20,1,1,221706,0,0,0,0,0,167,30,197,12,0,0,,1102,505,1102,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Mandoto,Vakinankaratra,2/4/20,1,1,221706,0,0,0,0,0,154,26,180,15,0,0,,1078,466,1078,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Mandoto,Vakinankaratra,2/11/20,1,1,221706,0,0,0,0,0,138,27,165,14,0,0,,1151,572,1151,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Mandoto,Vakinankaratra,2/18/20,1,1,221706,0,0,0,0,0,100,40,140,11,0,0,,1188,556,1188,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Mandoto,Vakinankaratra,2/25/20,1,1,221706,0,0,0,0,0,81,18,99,11,0,0,,875,362,875,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Mandoto,Vakinankaratra,3/3/20,1,1,221706,0,0,0,0,0,94,23,117,9,6,0,,956,476,938,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Mandoto,Vakinankaratra,3/10/20,1,1,221706,0,0,0,0,0,88,28,116,7,0,0,,907,386,697,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Mandoto,Vakinankaratra,3/17/20,1,1,221706,0,0,0,0,0,75,23,98,13,0,0,,977,446,937,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Mandoto,Vakinankaratra,3/24/20,1,1,221706,0,0,0,0,0,90,26,116,5,0,0,,818,345,787,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Mandoto,Vakinankaratra,3/31/20,1,1,221706,0,0,0,0,0,91,14,105,6,0,0,,1086,455,1081,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Mandoto,Vakinankaratra,4/7/20,1,1,221706,0,0,0,0,0,61,20,81,0,0,0,,962,499,962,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Mandoto,Vakinankaratra,4/14/20,1,1,221706,0,0,0,0,0,43,21,64,4,0,0,,1120,579,1120,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Mandoto,Vakinankaratra,4/21/20,1,1,221706,0,0,0,0,0,61,16,77,5,0,0,,856,423,856,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Mandoto,Vakinankaratra,4/28/20,1,1,221706,0,0,0,0,0,67,10,77,6,0,0,,1154,623,1154,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Mandoto,Vakinankaratra,5/5/20,1,1,221706,0,0,0,0,0,78,20,98,4,0,0,,1132,705,1132,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Mandoto,Vakinankaratra,5/12/20,1,1,221706,0,0,0,0,0,98,15,113,5,0,0,,1403,833,1403,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Mandoto,Vakinankaratra,5/19/20,1,1,221706,0,0,0,0,0,108,10,118,6,0,0,,1321,788,1321,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Mandoto,Vakinankaratra,5/27/20,0,1,221706,0,0,0,0,0,139,23,162,11,0,0,,1396,809,1396,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Mandoto,Vakinankaratra,6/3/20,0,1,221706,0,0,0,0,0,187,42,229,11,0,0,,1364,825,1364,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Mandoto,Vakinankaratra,6/9/20,1,1,221707,0,0,0,0,0,195,37,232,12,0,0,,1321,762,1321,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Mandoto,Vakinankaratra,6/16/20,1,1,221707,0,0,0,0,0,252,21,273,10,0,0,,999,454,999,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Mandoto,Vakinankaratra,6/30/20,0,1,221707,0,0,0,0,0,269,28,297,20,0,0,,914,421,914,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Mandoto,Vakinankaratra,6/30/20,1,1,221707,0,0,0,0,0,232,30,262,9,0,0,,673,266,673,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Mandoto,Vakinankaratra,7/7/20,1,1,221707,0,0,0,0,0,171,25,196,9,0,0,,712,275,712,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Mandoto,Vakinankaratra,7/14/20,1,1,221707,0,0,0,0,0,108,43,151,9,0,0,,547,169,547,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Mandoto,Vakinankaratra,7/22/20,0,1,221707,0,0,0,0,0,95,18,113,13,0,0,,561,186,561,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Mandoto,Vakinankaratra,7/29/20,0,1,221707,0,0,0,0,0,83,11,94,6,0,0,,395,119,395,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Mandoto,Vakinankaratra,7/4/20,1,1,221707,0,0,0,0,0,64,5,69,5,0,0,,360,88,360,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Mandoto,Vakinankaratra,8/11/20,1,1,221707,0,0,0,0,0,58,14,72,18,0,0,,377,95,353,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Mandoto,Vakinankaratra,8/18/20,1,1,221707,0,0,0,0,0,77,14,91,9,0,0,,346,94,346,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Mandoto,Vakinankaratra,8/25/20,1,1,221707,0,0,0,0,0,62,14,76,8,0,0,,267,60,267,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Mandoto,Vakinankaratra,9/1/20,1,1,221707,0,0,0,0,0,58,12,70,7,0,0,,359,77,359,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Mandoto,Vakinankaratra,9/8/20,1,1,221707,0,0,0,0,0,72,11,83,9,0,0,,355,84,355,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Mandoto,Vakinankaratra,9/16/20,0,1,221707,0,0,0,0,0,66,14,80,17,0,0,,275,62,275,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Mandoto,Vakinankaratra,9/22/20,1,1,221707,0,0,0,0,0,73,19,92,7,0,0,,356,88,356,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Mandoto,Vakinankaratra,9/29/20,1,1,221707,0,0,0,0,0,70,7,77,12,0,0,,405,118,405,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Mandoto,Vakinankaratra,10/6/20,1,1,221707,0,0,0,0,0,77,18,95,9,0,0,,508,158,508,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Mandoto,Vakinankaratra,10/13/20,1,1,221707,0,0,0,0,0,93,16,109,9,0,0,,458,166,440,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Mandoto,Vakinankaratra,10/20/20,1,1,221707,0,0,0,0,0,97,20,117,11,0,0,,532,197,532,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Mandoto,Vakinankaratra,10/27/20,1,1,221707,0,0,0,0,0,106,15,121,10,0,0,,627,230,627,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Mandoto,Vakinankaratra,11/3/20,1,1,221707,0,0,0,0,0,107,20,127,12,0,0,,651,244,651,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Mandoto,Vakinankaratra,11/10/20,1,1,221707,0,0,0,0,0,114,40,154,9,0,0,,740,247,740,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Mandoto,Vakinankaratra,11/17/20,1,1,221707,0,0,0,0,0,146,15,161,22,0,0,,565,208,565,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Mandoto,Vakinankaratra,11/24/20,1,1,221707,0,0,0,0,0,132,21,153,12,0,0,,785,317,785,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Mandoto,Vakinankaratra,12/1/20,1,1,221707,0,0,0,0,1,162,28,190,9,0,0,,786,324,786,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Mandoto,Vakinankaratra,12/8/20,1,1,221707,0,0,0,0,0,147,19,166,11,0,0,,878,355,878,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Mandoto,Vakinankaratra,12/15/20,1,1,221707,0,0,0,0,0,110,26,136,4,0,0,,791,304,791,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Mandoto,Vakinankaratra,12/22/20,1,1,221707,0,0,0,0,0,151,15,166,9,0,0,,1144,497,1144,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Mandoto,Vakinankaratra,12/29/20,1,1,221707,0,0,0,0,0,85,25,110,7,0,0,,1197,597,1197,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Mandoto,Vakinankaratra,1/5/21,1,1,221707,0,0,0,0,0,103,35,138,14,0,0,,940,498,940,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,56,14,70,19,0,0,,537,244,537,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,70,31,101,73,0,0,,788,394,827,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,78,35,113,21,0,0,,723,372,901,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,52,21,73,27,0,0,,731,368,801,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,69,36,105,21,0,0,,731,319,780,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Mandritsara,Sofia,2/18/20,0,1,321423,0,0,0,0,0,69,41,110,14,0,0,,980,455,951,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Mandritsara,Sofia,3/3/20,0,1,321423,0,0,0,0,0,48,31,79,26,0,0,,1032,530,1049,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Mandritsara,Sofia,3/3/20,0,1,321423,0,0,0,0,0,84,33,117,31,0,0,,990,472,990,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Mandritsara,Sofia,3/3/20,1,1,321423,0,0,0,0,0,72,25,97,25,0,0,,899,392,896,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Mandritsara,Sofia,3/31/20,0,1,321423,0,0,0,0,0,39,27,66,17,0,0,,811,364,821,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Mandritsara,Sofia,3/31/20,0,1,321423,0,0,0,0,0,24,21,45,16,0,0,,574,234,574,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Mandritsara,Sofia,3/31/20,0,1,321423,0,0,0,0,0,22,24,46,9,0,0,,719,293,719,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Mandritsara,Sofia,4/7/20,0,1,321423,0,0,0,0,0,31,20,51,11,0,1,,1146,503,1133,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Mandritsara,Sofia,4/7/20,1,1,321423,0,0,0,0,0,32,18,50,11,0,0,,701,456,701,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Mandritsara,Sofia,4/21/20,0,1,321423,0,0,0,0,0,21,24,45,11,0,0,,910,503,885,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Mandritsara,Sofia,4/21/20,1,1,321423,0,0,0,0,0,10,15,25,14,0,0,,959,560,959,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Mandritsara,Sofia,5/5/20,0,1,321423,0,0,0,0,0,13,24,37,7,0,0,,822,458,822,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Mandritsara,Sofia,5/12/20,0,1,321423,0,0,0,0,0,3,18,21,10,0,0,,835,512,835,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Mandritsara,Sofia,4/28/20,1,1,321423,0,0,0,0,0,15,27,42,14,0,0,,905,500,905,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Mandritsara,Sofia,5/19/20,1,1,321423,0,0,0,0,0,13,27,40,18,0,0,,1035,564,1035,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Mandritsara,Sofia,5/27/20,0,1,321423,0,0,0,0,0,31,26,57,14,0,0,,976,516,976,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Mandritsara,Sofia,6/3/20,0,1,321423,0,0,0,0,0,21,28,49,17,0,1,,1124,640,1124,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Mandritsara,Sofia,6/9/20,1,1,321423,0,0,0,0,0,18,19,37,19,0,0,,1014,617,1014,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Mandritsara,Sofia,6/16/20,1,1,321423,0,0,0,0,0,32,17,49,11,0,0,,944,527,944,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Mandritsara,Sofia,7/7/20,0,1,321423,0,0,0,0,0,59,33,92,28,5,0,,1505,728,1505,0
,,,,,,,,,,,,,,,,,,,,,,,,
