Semaine épidémiologique,Date SE,année_SE,district,region,date envoi,Prompt District,Compl District,Pop district,Suspicion d'arbovirose,Autre évènement inhabituel nécessitant une alerte,Cas suspect de cholera,Décès maternel,Décès néonatal,Diarrhées aigues chez moins 5ans,Diarrhées aigues chez plus 5ans,Diarrhées aigues,Diarrhée sanglante,Toxi Infection Alimentaire collective (TIAC),Episode d'Intoxication par consommation d'animaux marins (ICAM),Grippe aviaire,Nombre de cas de fièvre (T°37.5C),Paludisme confirmé,Nombre de TDR effectué,Fièvre hémorragique aiguë
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambohimahasoa,Haute Matsiatra,3/17/20,1,1,285541,0,0,0,0,0,84,20,104,23,0,0,0,610,110,593,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambohimahasoa,Haute Matsiatra,3/24/20,1,1,285541,0,0,0,0,0,81,32,113,14,0,0,0,465,99,437,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambohimahasoa,Haute Matsiatra,3/31/20,1,1,285541,0,0,0,0,0,59,22,81,16,0,0,0,774,152,759,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambohimahasoa,Haute Matsiatra,4/7/20,1,1,285541,0,0,0,0,0,69,13,82,12,0,0,0,730,176,715,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambohimahasoa,Haute Matsiatra,4/14/20,1,1,285541,0,0,0,0,0,50,19,69,10,0,0,0,579,166,510,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambohimahasoa,Haute Matsiatra,4/21/20,1,1,285541,0,0,0,0,0,48,7,55,5,0,0,0,514,225,505,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambohimahasoa,Haute Matsiatra,4/28/20,1,1,285541,0,0,0,0,0,49,13,62,15,0,0,0,509,262,506,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambohimahasoa,Haute Matsiatra,5/5/20,1,1,285541,0,0,0,0,0,40,11,51,6,0,0,0,415,243,410,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambohimahasoa,Haute Matsiatra,5/12/20,1,1,285541,0,0,0,0,0,53,14,67,12,0,0,0,497,218,469,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambohimahasoa,Haute Matsiatra,5/19/20,1,1,285541,0,0,0,0,0,59,14,73,8,0,0,0,488,230,454,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambohimahasoa,Haute Matsiatra,5/26/20,1,1,285541,0,0,0,0,0,51,9,60,4,0,0,0,164,52,118,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambohimahasoa,Haute Matsiatra,6/2/20,1,1,285541,0,0,0,0,0,50,11,61,7,0,0,0,353,216,147,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambohimahasoa,Haute Matsiatra,6/9/20,1,1,285541,0,0,0,0,0,60,11,71,8,0,0,0,226,49,186,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambohimahasoa,Haute Matsiatra,6/16/20,1,1,285541,0,0,0,0,0,62,5,67,6,0,0,0,250,83,230,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambohimahasoa,Haute Matsiatra,6/23/20,1,1,285541,0,0,0,0,0,70,1,71,3,0,0,0,224,44,212,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambohimahasoa,Haute Matsiatra,6/30/20,1,1,285541,0,0,0,0,0,61,6,67,3,0,0,0,183,51,176,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambohimahasoa,Haute Matsiatra,7/7/20,1,1,285541,0,0,0,0,0,150,6,156,4,0,0,0,292,53,281,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambohimahasoa,Haute Matsiatra,7/14/20,1,1,285541,0,0,0,0,0,147,10,157,3,0,0,0,182,51,179,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ambohimahasoa,Haute Matsiatra,7/21/20,1,1,285541,0,0,0,0,0,78,3,81,1,0,0,0,106,10,104,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ambohimahasoa,Haute Matsiatra,7/28/20,1,1,285541,0,0,0,0,0,68,5,73,2,0,0,0,115,18,112,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ambohimahasoa,Haute Matsiatra,8/4/20,1,1,285541,0,0,0,0,0,30,5,35,1,0,0,0,66,7,63,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ambohimahasoa,Haute Matsiatra,8/11/20,1,1,285541,0,0,0,0,0,28,6,34,0,0,0,0,91,22,89,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ambohimahasoa,Haute Matsiatra,8/18/20,1,1,285541,0,0,0,0,0,39,1,40,1,0,0,0,110,5,99,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ambohimahasoa,Haute Matsiatra,8/25/20,1,1,285541,0,0,0,0,0,35,4,39,2,0,0,0,84,1,84,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ambohimahasoa,Haute Matsiatra,9/1/20,1,1,285541,0,0,0,0,0,32,6,38,3,0,0,0,107,15,107,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ambohimahasoa,Haute Matsiatra,9/8/20,1,1,285541,0,0,0,0,0,29,9,38,4,0,0,0,56,9,55,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ambohimahasoa,Haute Matsiatra,9/15/20,1,1,285541,0,0,0,0,0,54,1,55,4,0,0,0,79,12,78,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ambohimahasoa,Haute Matsiatra,9/22/20,1,1,285541,0,0,0,0,0,56,5,61,4,0,0,0,101,11,101,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ambohimahasoa,Haute Matsiatra,9/29/20,1,1,285541,0,0,0,0,0,46,9,55,0,0,0,0,66,4,60,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ambohimahasoa,Haute Matsiatra,10/6/20,1,1,285541,0,0,0,0,0,80,10,90,8,0,0,0,81,6,77,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambohimahasoa,Haute Matsiatra,10/13/20,1,1,285541,0,0,0,0,0,91,10,101,3,0,0,0,99,11,99,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambohimahasoa,Haute Matsiatra,10/20/20,1,1,285541,0,0,0,0,0,56,3,59,6,0,0,0,80,12,79,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambohimahasoa,Haute Matsiatra,10/27/20,1,1,285541,0,0,0,0,0,67,10,77,2,0,0,0,125,45,125,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambohimahasoa,Haute Matsiatra,11/3/20,1,1,285541,0,0,0,0,0,47,4,51,2,0,0,0,108,32,108,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambohimahasoa,Haute Matsiatra,11/10/20,1,1,285541,0,0,0,0,0,56,8,64,5,0,0,0,172,62,173,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambohimahasoa,Haute Matsiatra,11/17/20,1,1,285541,0,0,0,0,0,49,27,76,6,0,0,0,166,44,155,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambohimahasoa,Haute Matsiatra,11/24/20,1,1,285541,0,0,0,0,0,65,11,76,4,0,0,0,194,71,182,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambohimahasoa,Haute Matsiatra,12/1/20,1,1,285541,0,0,0,0,0,108,9,117,2,0,0,0,244,147,236,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambohimahasoa,Haute Matsiatra,12/8/20,1,1,285541,0,0,0,0,0,44,13,57,1,0,0,0,251,133,248,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambohimahasoa,Haute Matsiatra,12/15/20,1,1,285541,0,0,0,0,0,37,11,48,2,0,0,0,328,211,327,1
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambohimahasoa,Haute Matsiatra,12/22/20,1,1,285541,0,0,0,0,0,41,8,49,3,0,0,0,374,283,374,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambohimahasoa,Haute Matsiatra,12/29/20,1,1,285541,0,0,0,0,0,38,5,43,1,0,0,0,424,280,440,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambohimahasoa,Haute Matsiatra,1/5/21,1,1,285541,0,0,0,0,0,81,9,90,4,0,0,,1095,731,1095,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ambositra,Amoron i Mania,1/7/20,1,1,309518,,,,,,21,8,29,2,,,,279,80,278,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Ambositra,Amoron i Mania,1/14/20,1,1,309518,,,,,,65,11,76,6,,,,378,75,367,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ambositra,Amoron i Mania,1/21/20,1,1,309518,10000,,,,,89,16,105,6,,,,420,90,423,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ambositra,Amoron i Mania,1/28/20,1,1,309518,,,,,,36,17,53,8,,,,433,109,435,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ambositra,Amoron i Mania,2/4/20,1,1,309518,10000,,,,,34,16,50,9,,,,343,135,341,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ambositra,Amoron i Mania,2/11/20,1,1,309518,,,,,,33,13,46,7,,,,275,88,276,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ambositra,Amoron i Mania,2/18/20,1,1,309518,,,,,,43,20,63,,,,,521,127,529,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ambositra,Amoron i Mania,2/25/20,1,1,309518,,,,,,58,19,77,3,,,,480,106,483,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ambositra,Amoron i Mania,3/3/20,1,1,309518,,,,,,51,15,66,3,,,,406,112,421,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ambositra,Amoron i Mania,3/10/20,1,1,309518,,,,,,51,9,60,7,,,,354,101,361,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambositra,Amoron i Mania,3/17/20,1,1,309518,,,,,,29,14,43,3,,,,286,55,289,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambositra,Amoron i Mania,3/24/20,1,1,309518,,,,,,25,12,37,6,,,,372,52,332,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambositra,Amoron i Mania,3/31/20,1,1,309518,,,,,,30,7,37,,,,,436,58,430,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambositra,Amoron i Mania,4/7/20,1,1,309518,,,,,,26,7,33,7,,,,387,58,395,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambositra,Amoron i Mania,4/14/20,1,1,309518,,,,,,28,7,35,2,,,,278,39,261,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambositra,Amoron i Mania,4/21/20,1,1,309518,,,,,,19,7,26,2,,,,254,56,257,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambositra,Amoron i Mania,4/28/20,1,1,309518,,,,,,25,8,33,2,,,,222,43,224,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambositra,Amoron i Mania,5/5/20,1,1,309518,,,,,,32,7,39,2,,,,251,43,256,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambositra,Amoron i Mania,5/12/20,1,1,309518,,,,,,35,9,44,4,,,,213,51,215,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambositra,Amoron i Mania,5/19/20,1,1,309518,,,,,,33,15,48,5,,,,279,61,279,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambositra,Amoron i Mania,5/26/20,1,1,309518,,,,,,26,11,37,3,,,,197,20,200,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambositra,Amoron i Mania,6/2/20,1,1,309518,,,,,,34,8,42,2,,,,275,44,275,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambositra,Amoron i Mania,6/9/20,1,1,309518,,,,,,43,9,52,3,,,,127,20,127,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambositra,Amoron i Mania,6/16/20,1,1,309518,,,,,,48,8,56,3,,,,94,4,95,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambositra,Amoron i Mania,6/23/20,1,1,309518,,,,,,60,5,65,,,,,177,11,165,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambositra,Amoron i Mania,6/30/20,1,1,309518,,,,,,40,6,46,3,,,,115,1,105,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambositra,Amoron i Mania,7/7/20,1,1,309518,,,,,,130,10,140,3,,,,147,9,143,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambositra,Amoron i Mania,7/14/20,1,1,309518,,,,,,141,16,157,2,,,,124,4,125,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ambositra,Amoron i Mania,7/21/20,1,1,309518,,,,,,101,16,117,2,,,,135,2,133,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ambositra,Amoron i Mania,7/28/20,1,1,309518,,,,,,69,16,85,6,,,,107,2,104,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ambositra,Amoron i Mania,8/4/20,1,1,309518,,,,,,48,14,62,,,,,106,2,103,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ambositra,Amoron i Mania,8/11/20,1,1,309518,,,,,,33,6,39,6,,,,105,3,105,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ambositra,Amoron i Mania,8/18/20,1,1,309518,,,,,,29,9,38,4,,,,111,2,95,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ambositra,Amoron i Mania,8/25/20,1,1,309518,,,,,,38,6,44,3,,,,108,3,116,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ambositra,Amoron i Mania,9/1/20,1,1,309518,,,,,,27,8,35,2,,,,115,2,94,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ambositra,Amoron i Mania,9/8/20,1,1,309518,,,,,,36,5,41,3,,,,91,4,81,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ambositra,Amoron i Mania,9/15/20,1,1,309518,,,,,,32,7,39,3,,,,78,1,78,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ambositra,Amoron i Mania,9/22/20,1,1,309518,,,,,,51,5,56,1,,,,93,2,93,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ambositra,Amoron i Mania,9/29/20,1,1,309518,,,,,,36,4,40,3,,,,103,0,103,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ambositra,Amoron i Mania,10/6/20,1,1,309518,,,,,,49,18,67,3,,,,125,6,126,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambositra,Amoron i Mania,10/13/20,1,1,309518,,,,,,48,13,61,2,,,,80,2,80,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambositra,Amoron i Mania,10/20/20,1,1,309518,,,,,,62,13,75,10,,,,100,3,100,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambositra,Amoron i Mania,10/27/20,1,1,309518,,,,,,83,15,98,7,,,,125,3,123,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambositra,Amoron i Mania,11/3/20,1,1,309518,,,,,,65,9,74,4,,,,82,4,81,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambositra,Amoron i Mania,11/10/20,1,1,309518,,,,,,89,13,102,6,,,,127,21,125,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambositra,Amoron i Mania,11/17/20,1,1,309518,,,,,,111,14,125,7,,,,165,23,158,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambositra,Amoron i Mania,11/24/20,1,1,309518,,,,,,124,23,147,6,,,,163,29,165,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambositra,Amoron i Mania,12/1/20,1,1,309518,,,,,,61,13,74,8,,,,191,27,189,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambositra,Amoron i Mania,12/8/20,1,1,309518,,,,,,88,14,102,10,6,,,196,35,303,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambositra,Amoron i Mania,12/15/20,1,1,309518,,,,,,82,9,91,6,,,,174,36,174,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambositra,Amoron i Mania,12/22/20,1,1,309518,,,,,,59,8,67,12,,,,225,47,221,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambositra,Amoron i Mania,12/29/20,1,1,309518,,,,,,30,13,43,4,,,,227,90,229,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambositra,Amoron i Mania,1/5/21,1,1,309518,,,,,,16,14,30,,,,,118,29,113,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ambovombe-Androy,Androy,1/7/20,1,1,389692,,,,,,9,,9,,,,,121,7,145,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Ambovombe-Androy,Androy,1/14/20,1,1,389692,,,,,,20,1,21,,,,,247,18,228,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ambovombe-Androy,Androy,1/21/20,1,1,389692,,,,,,9,1,10,4,,,,254,27,222,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ambovombe-Androy,Androy,1/28/20,1,1,389692,,,,,,28,2,30,1,,,,267,27,264,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ambovombe-Androy,Androy,2/4/20,1,1,389692,,,,,,37,2,39,,,,,321,23,318,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ambovombe-Androy,Androy,2/11/20,1,1,389692,,,,,,25,3,28,1,,,,256,25,249,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ambovombe-Androy,Androy,2/18/20,1,1,389692,,,,,,25,6,31,4,,,,273,22,244,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ambovombe-Androy,Androy,2/25/20,1,1,389692,,,,,,43,2,45,7,,,,334,39,320,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ambovombe-Androy,Androy,3/3/20,1,1,389692,,,,,,27,2,29,7,,,,239,25,215,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ambovombe-Androy,Androy,3/10/20,1,1,389692,,,,,,24,4,28,10,,,,160,19,153,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambovombe-Androy,Androy,3/17/20,1,1,389692,,,,,,16,1,17,6,,,,84,2,75,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambovombe-Androy,Androy,3/24/20,1,1,389692,,,,,,32,3,35,5,,,,217,17,207,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambovombe-Androy,Androy,3/31/20,1,1,389692,,,,,,29,3,32,,,,,316,32,290,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambovombe-Androy,Androy,4/7/20,1,1,389692,,2,,,,31,2,33,4,,,,202,31,179,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambovombe-Androy,Androy,4/14/20,1,1,389692,,,,,,24,6,30,,,,,230,36,215,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambovombe-Androy,Androy,4/21/20,1,1,389692,,,,,,29,10,39,2,,,,321,73,284,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambovombe-Androy,Androy,4/28/20,1,1,389692,,,,,,40,6,46,7,,,,416,134,436,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambovombe-Androy,Androy,5/5/20,1,1,389692,,,,,,19,1,20,1,,,,347,124,321,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambovombe-Androy,Androy,5/12/20,1,1,389692,,,,,,22,2,24,2,,,,514,88,469,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambovombe-Androy,Androy,5/19/20,1,1,389692,,,,,,28,3,31,2,,,,382,73,351,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambovombe-Androy,Androy,5/26/20,1,1,389692,,,,,,14,1,15,1,,,,463,92,408,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambovombe-Androy,Androy,6/2/20,1,1,389692,,,,,,11,2,13,1,,,,407,59,372,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambovombe-Androy,Androy,6/9/20,1,1,389692,,,,,,22,3,25,,,,,388,82,354,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambovombe-Androy,Androy,6/16/20,1,1,389692,,,,,,23,3,26,5,,,,612,124,607,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambovombe-Androy,Androy,6/23/20,1,1,389692,,,,,,18,1,19,,,,,253,143,273,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambovombe-Androy,Androy,6/30/20,1,1,389692,,,,,,12,,12,,,,,331,73,327,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambovombe-Androy,Androy,7/7/20,1,1,389692,,,,,,31,5,36,,,,,283,114,286,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambovombe-Androy,Androy,7/14/20,1,1,389692,,,,,,21,3,24,3,,,,323,143,315,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ambovombe-Androy,Androy,7/21/20,1,1,389692,,,,,,17,1,18,,,,,235,70,234,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ambovombe-Androy,Androy,7/28/20,1,1,389692,,,,,,12,4,16,,,,,233,42,221,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ambovombe-Androy,Androy,8/4/20,1,1,389692,,,,,,21,1,22,,,,,203,46,200,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ambovombe-Androy,Androy,8/11/20,1,1,389692,1,,,,,5,11,16,1,,,,164,52,141,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ambovombe-Androy,Androy,8/18/20,1,1,389692,,,,,,14,,14,2,,,,239,31,220,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ambovombe-Androy,Androy,8/25/20,1,1,389692,,,,,,16,3,19,,,,,228,62,211,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ambovombe-Androy,Androy,9/1/20,1,1,389692,,,,,,9,1,10,,,,,195,28,169,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ambovombe-Androy,Androy,9/8/20,1,1,389692,,,,,,13,1,14,1,,,,139,34,132,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ambovombe-Androy,Androy,9/15/20,1,1,389692,,,,,,12,1,13,1,,,,172,29,150,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ambovombe-Androy,Androy,9/22/20,1,1,389692,,,,,,10,1,11,,,,,147,34,143,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ambovombe-Androy,Androy,9/29/20,1,1,389692,,,,,,10,1,11,,,,,170,61,159,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ambovombe-Androy,Androy,10/6/20,1,1,389692,,,,,,8,,8,,,,,104,34,98,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambovombe-Androy,Androy,10/13/20,1,1,389692,,,,,,16,2,18,1,,,,188,42,185,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambovombe-Androy,Androy,10/20/20,1,1,389692,,,,,,16,4,20,1,,,,174,41,163,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambovombe-Androy,Androy,10/27/20,1,1,389692,,,,,,5,2,7,,,,,141,33,133,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambovombe-Androy,Androy,11/3/20,1,1,389692,,,,,,2,,2,,,,,107,29,111,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambovombe-Androy,Androy,11/10/20,1,1,389692,,,,,,12,4,16,,,,,121,24,110,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambovombe-Androy,Androy,11/17/20,1,1,389692,,,,,,4,2,6,2,,,,101,25,83,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambovombe-Androy,Androy,11/24/20,1,1,389692,,,,,,16,2,18,,,,,96,13,83,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambovombe-Androy,Androy,12/1/20,1,1,389692,,,,,,34,2,36,,,,,76,2,73,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambovombe-Androy,Androy,12/8/20,1,1,389692,,,,,,21,9,30,1,,,,58,6,48,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambovombe-Androy,Androy,12/15/20,1,1,389692,,,,,,19,7,26,,,,,33,1,20,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambovombe-Androy,Androy,12/22/20,1,1,389692,,,,,,22,1,23,,,,,57,2,33,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambovombe-Androy,Androy,12/29/20,1,1,389692,,,,,,11,3,14,,,,,31,2,13,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambovombe-Androy,Androy,1/5/21,1,1,389692,,,,,,8,2,10,,,,,20,7,20,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ampanihy Ouest,Atsimo Andrefana,1/7/20,1,1,427934,,,,,,8,5,13,,,,,173,43,172,
,,,,,,,,,,,,,,,,,,,,,,,,
